,Unnamed: 0,Location,Day,month,dayhalf,age,First F,First M,Female count,Male count,Gender,crime type
2106,2716,Udupi,3.0,5.0,0.0,56.0,0,0,0,3,2,Other case
2107,2717,Kundapur,2.0,5.0,0.0,40.0,0,0,0,0,2,Accident case
2108,2718,Udupi,0.0,4.0,,35.0,0,0,0,2,2,Accident case
2109,2719,Kota,2.0,5.0,0.0,57.0,0,0,0,0,2,Theft case
2110,2720,Udupi,2.0,5.0,1.0,52.0,1,0,2,0,1,Accident case
2111,2721,Kota,2.0,5.0,0.0,30.0,0,0,0,0,2,Accident case
2112,2722,Kollur,2.0,5.0,1.0,26.0,1,0,2,0,1,Accident case
2113,2723,Kundapur,2.0,5.0,0.0,40.0,0,0,0,0,2,Accident case
2114,2724,Udupi,,,,,1,0,4,0,1,Accident case
2115,2725,Sirva,,,1.0,,0,0,0,0,2,Accident case
2116,2726,Shankaranarayana,2.0,5.0,1.0,24.0,0,0,0,0,2,Other case
2117,2727,Shankaranarayana,1.0,4.0,0.0,45.0,0,1,4,2,0,Accident case
2118,2728,Kota,1.0,4.0,0.0,48.0,0,0,0,1,2,Accident case
2119,2729,Udupi,1.0,4.0,1.0,38.0,1,0,2,1,1,Accident case
2120,2730,Karkala,1.0,4.0,1.0,37.0,1,0,1,0,1,Accident case
2121,2731,Byndoor,,,,46.0,0,0,0,0,2,Missing case
2122,2734,Amasebailu,0.0,4.0,0.0,51.0,0,1,1,1,0,Accident case
2123,2735,Hebri,1.0,4.0,1.0,26.0,1,0,1,0,1,Accident case
2124,2737,Kollur,6.0,4.0,1.0,38.0,0,1,1,4,0,Other case
2125,2738,Udupi,1.0,4.0,1.0,21.0,1,0,1,1,1,Accident case
2126,2739,Karkala,5.0,4.0,1.0,,0,0,0,5,2,Accident case
2127,2740,Karkala,6.0,4.0,1.0,43.0,0,0,1,2,2,Accident case
2128,2742,Shankaranarayana,0.0,4.0,1.0,34.0,0,1,2,3,0,
2129,2743,Manipal,0.0,12.0,,27.0,0,1,0,1,0,Other case
2130,2744,Udupi,0.0,4.0,0.0,29.0,1,0,2,0,1,Accident case
2131,2745,Karkala,3.0,4.0,0.0,63.0,0,0,1,1,2,Accident case
2132,2746,Udupi,0.0,4.0,0.0,42.0,1,0,3,0,1,Accident case
2133,2747,Karkala,0.0,4.0,0.0,42.0,0,0,0,1,2,Accident case
2134,2748,Kundapur,0.0,4.0,0.0,31.0,1,0,1,0,1,Accident case
2135,2749,Kundapur,0.0,4.0,0.0,54.0,1,0,1,0,1,Accident case
2136,2750,Manipal,5.0,4.0,,,0,0,1,1,2,Accident case
2137,2751,Kota,0.0,4.0,0.0,26.0,1,0,3,1,1,Accident case
2138,2753,Udupi,1.0,4.0,0.0,,0,0,0,0,2,Other case
2139,2754,Udupi,1.0,4.0,0.0,1.0,0,0,0,1,2,Other case
2140,2755,Hiriyadka,6.0,4.0,0.0,24.0,1,0,3,4,1,Accident case
2141,2756,Kundapur,6.0,4.0,0.0,,0,0,0,0,2,Accident case
2142,2760,Sirva,6.0,4.0,0.0,42.0,0,1,1,1,0,Theft case
2143,2761,Udupi,1.0,4.0,0.0,1.0,0,0,0,0,2,Other case
2144,2762,Byndoor,0.0,5.0,0.0,,0,0,1,2,2,Accident case
2145,2763,Kaapu,0.0,5.0,1.0,19.0,1,0,1,1,1,Accident case
2146,2767,Byndoor,3.0,11.0,0.0,27.0,0,0,4,2,2,Fraud case
2147,2768,Udupi,1.0,5.0,0.0,,1,0,2,1,1,Other case
2148,2769,Karkala,4.0,5.0,1.0,33.0,0,1,1,1,0,Accident case
2149,2770,Kundapur,,,1.0,,0,0,0,0,2,Accident case
2150,2771,Kundapur,0.0,5.0,0.0,,1,0,3,1,1,Accident case
2151,2772,Karkala,0.0,5.0,0.0,32.0,1,0,2,0,1,Accident case
2152,2773,Kundapur,0.0,5.0,0.0,19.0,1,0,3,1,1,Accident case
2153,2776,Udupi,6.0,5.0,0.0,33.0,0,1,2,1,0,Theft case
2154,2777,Kundapur,1.0,11.0,0.0,59.0,1,0,3,0,1,Other case
2155,2778,Kaapu,6.0,5.0,0.0,38.0,1,0,3,0,1,Accident case
2156,2779,Udupi,6.0,5.0,1.0,,0,0,0,0,2,Accident case
2157,2780,Byndoor,6.0,5.0,,49.0,1,0,1,1,1,Accident case
2158,2781,Karkala,6.0,5.0,1.0,36.0,0,0,0,0,2,Theft case
2159,2782,Udupi,6.0,5.0,0.0,45.0,0,0,0,2,2,Accident case
2160,2783,Hebri,6.0,5.0,0.0,36.0,1,0,1,0,1,Accident case
2161,2784,Kota,5.0,5.0,1.0,40.0,1,0,2,1,1,Accident case
2162,2785,Kota,6.0,5.0,1.0,48.0,0,0,1,2,2,Accident case
2163,2786,Ajekar,6.0,5.0,1.0,32.0,0,0,2,3,2,Accident case
2164,2787,Shankaranarayana,6.0,5.0,1.0,44.0,1,0,2,0,1,Accident case
2165,2791,Udupi,6.0,5.0,0.0,24.0,1,0,1,3,1,Missing case
2166,2792,Hebri,5.0,5.0,1.0,,0,0,0,1,2,Other case
2167,2793,Kota,6.0,5.0,1.0,40.0,0,0,0,0,2,Other case
2168,2794,Udupi,6.0,5.0,1.0,58.0,0,1,1,2,0,Accident case
2169,2795,Kundapur,5.0,5.0,0.0,62.0,1,0,1,0,1,Theft case
2170,2797,Udupi,4.0,5.0,1.0,27.0,1,0,3,2,1,Accident case
2171,2798,Shankaranarayana,,,1.0,49.0,0,0,0,0,2,Accident case
2172,2799,Shankaranarayana,,,1.0,24.0,1,0,1,1,1,Accident case
2173,2802,Udupi,3.0,5.0,1.0,30.0,0,0,0,0,2,Theft case
2174,2804,Udupi,4.0,5.0,0.0,50.0,1,0,1,0,1,Missing case
2175,2805,Kundapur,3.0,5.0,1.0,18.0,0,0,0,0,2,Accident case
2176,2806,Udupi,3.0,5.0,1.0,21.0,0,0,1,2,2,Accident case
2177,2809,Kota,3.0,5.0,0.0,37.0,1,0,1,1,1,Theft case
2178,2810,Kundapur,0.0,1.0,0.0,29.0,0,1,2,6,0,Other case
2179,2811,Kundapur,,,0.0,58.0,1,0,3,0,1,Other case
2180,2812,Kundapur,4.0,5.0,0.0,35.0,1,0,3,0,1,Other case
2181,2813,Kundapur,4.0,5.0,0.0,34.0,0,1,0,4,0,Other case
2182,2814,Kollur,1.0,5.0,0.0,38.0,0,0,0,0,2,Accident case
2183,2815,Kota,0.0,5.0,1.0,24.0,0,0,0,1,2,Accident case
2184,2816,Karkala,0.0,5.0,1.0,,0,0,0,0,2,Accident case
2185,2817,Karkala,0.0,5.0,1.0,,0,0,0,1,2,Accident case
2186,2818,Karkala,1.0,5.0,1.0,,0,0,0,1,2,Accident case
2187,2819,Udupi,0.0,5.0,1.0,36.0,0,0,0,1,2,Accident case
2188,2820,Hebri,1.0,5.0,1.0,58.0,0,0,1,3,2,Accident case
2189,2824,Udupi,6.0,5.0,0.0,43.0,1,0,3,1,1,Other case
2190,2825,Byndoor,0.0,5.0,0.0,25.0,1,0,1,1,1,Accident case
2191,2826,Udupi,4.0,5.0,0.0,69.0,0,0,0,0,2,Accident case
2192,2827,Kollur,1.0,5.0,0.0,36.0,0,0,0,2,2,Accident case
2193,2828,Udupi,5.0,5.0,1.0,71.0,0,1,3,2,0,Accident case
2194,2829,Shankaranarayana,0.0,5.0,0.0,,1,0,1,0,1,Accident case
2195,2830,Kundapur,1.0,5.0,,70.0,1,0,1,0,1,Accident case
2196,2834,Kundapur,0.0,5.0,1.0,29.0,1,0,3,9,1,Other case
2197,2835,Kundapur,6.0,5.0,1.0,50.0,0,0,0,0,2,Accident case
2198,2836,Udupi,6.0,5.0,0.0,21.0,1,0,3,1,1,Accident case
2199,2841,Byndoor,6.0,5.0,0.0,,0,0,0,0,2,Accident case
2200,2842,Kollur,5.0,5.0,1.0,,1,0,3,1,1,Accident case
2201,2843,Kundapur,5.0,5.0,1.0,,0,0,0,0,2,Accident case
2202,2845,Karkala,5.0,5.0,1.0,31.0,0,0,0,0,2,Accident case
2203,2848,Ajekar,4.0,5.0,1.0,50.0,1,0,1,0,1,Accident case
2204,2849,Kota,4.0,5.0,0.0,20.0,0,0,0,1,2,Accident case
2205,2851,Udupi,5.0,5.0,0.0,42.0,1,0,2,0,1,Other case
2206,2852,Kundapur,6.0,6.0,0.0,34.0,0,0,0,0,2,Accident case
2207,2853,Udupi,6.0,6.0,0.0,41.0,0,0,3,3,2,Accident case
2208,2854,Kundapur,6.0,6.0,,61.0,1,0,1,0,1,Other case
2209,2855,Kundapur,5.0,4.0,0.0,35.0,0,0,2,1,2,Other case
2210,2856,Kundapur,6.0,6.0,1.0,34.0,0,0,0,1,2,Other case
2211,2857,Udupi,6.0,6.0,0.0,25.0,0,0,1,2,2,Accident case
2212,2858,Karkala,5.0,6.0,1.0,52.0,0,0,1,1,2,Accident case
2213,2860,Amasebailu,4.0,5.0,0.0,,1,0,3,0,1,Accident case
2214,2861,Udupi,5.0,6.0,0.0,19.0,1,0,7,1,1,Accident case
2215,2864,Udupi,3.0,5.0,0.0,34.0,0,1,0,1,0,Accident case
2216,2866,Udupi,4.0,5.0,1.0,49.0,0,1,5,18,0,Violence Act in case
2217,2867,Kundapur,4.0,5.0,1.0,26.0,0,1,1,2,0,Violence Act in case
2218,2868,Kundapur,0.0,5.0,0.0,20.0,1,0,2,1,1,Missing case
2219,2869,Manipal,2.0,5.0,0.0,38.0,1,0,3,0,1,Theft case
2220,2870,Karkala,2.0,5.0,0.0,39.0,1,0,2,0,1,Accident case
2221,2871,Kundapur,4.0,5.0,0.0,65.0,1,0,1,0,1,Accident case
2222,2873,Udupi,3.0,5.0,1.0,29.0,1,0,3,0,1,Accident case
2223,2874,Udupi,3.0,5.0,0.0,25.0,1,0,3,0,1,Accident case
2224,2875,Sirva,4.0,5.0,0.0,70.0,0,0,0,0,2,Accident case
2225,2879,Hiriyadka,3.0,5.0,0.0,48.0,1,0,1,0,1,Other case
2226,2880,Kundapur,3.0,5.0,0.0,28.0,0,0,0,1,2,Other case
2227,2887,Hiriyadka,2.0,5.0,1.0,1.0,0,0,0,1,2,Other case
2228,2888,Byndoor,1.0,5.0,0.0,43.0,1,0,4,1,1,Accident case
2229,2889,Udupi,1.0,5.0,1.0,35.0,0,0,1,2,2,Accident case
2230,2890,Shankaranarayana,2.0,5.0,0.0,20.0,0,0,1,1,2,Accident case
2231,2891,Udupi,2.0,5.0,0.0,28.0,1,0,2,3,1,Jugari case
2232,2892,Udupi,2.0,5.0,1.0,35.0,1,0,3,2,1,Jugari case
2233,2893,Amasebailu,2.0,5.0,0.0,69.0,1,0,2,2,1,Other case
2234,2894,Udupi,6.0,6.0,0.0,35.0,1,0,2,0,1,Other case
2235,2896,Udupi,6.0,4.0,0.0,34.0,1,0,5,2,1,Accident case
2236,2899,Udupi,4.0,6.0,1.0,28.0,0,0,0,1,2,Missing case
2237,2900,Udupi,5.0,6.0,,47.0,1,0,1,0,1,Missing case
2238,2901,Amasebailu,5.0,6.0,0.0,28.0,1,0,2,2,1,
2239,2902,Hiriyadka,4.0,5.0,0.0,26.0,1,0,2,0,1,Other case
2240,2904,Udupi,4.0,6.0,0.0,,1,0,5,1,1,Accident case
2241,2905,Kundapur,4.0,6.0,1.0,80.0,1,0,2,0,1,Accident case
2242,2906,Kollur,5.0,6.0,1.0,45.0,1,0,2,0,1,Accident case
2243,2907,Byndoor,4.0,6.0,1.0,39.0,1,0,1,0,1,Other case
2244,2908,Shankaranarayana,3.0,6.0,1.0,55.0,1,0,3,9,1,
2245,2910,Kota,4.0,6.0,1.0,49.0,1,0,1,0,1,Other case
2246,2911,Kundapur,3.0,6.0,1.0,29.0,1,0,4,2,1,Violence Act in case
2247,2912,Kundapur,3.0,6.0,1.0,40.0,0,0,1,3,2,Violence Act in case
2248,2913,Kundapur,4.0,6.0,,1.0,1,0,1,2,1,Other case
2249,2914,Kundapur,3.0,6.0,0.0,,1,0,2,1,1,Accident case
2250,2915,Kota,2.0,6.0,0.0,38.0,1,0,2,5,1,Violence Act in case
2251,2916,Kota,2.0,6.0,0.0,51.0,1,0,3,1,1,Violence Act in case
2252,2917,Kollur,3.0,6.0,1.0,25.0,0,0,0,1,2,Other case
2253,2918,Udupi,2.0,6.0,0.0,,1,0,1,0,1,Accident case
2254,2921,Udupi,3.0,6.0,1.0,42.0,0,0,1,2,2,Accident case
2255,2922,Hebri,3.0,6.0,1.0,36.0,0,0,0,1,2,Accident case
2256,2925,Udupi,0.0,10.0,0.0,77.0,0,0,3,6,2,Other case
2257,2926,Kota,,,0.0,,1,0,1,1,1,
2258,2927,Byndoor,6.0,7.0,0.0,42.0,0,0,0,2,2,Accident case
2259,2928,Karkala,0.0,7.0,0.0,40.0,0,0,0,0,2,Accident case
2260,2929,Udupi,0.0,7.0,0.0,29.0,1,0,4,1,1,Jugari case
2261,2930,Shankaranarayana,6.0,7.0,1.0,38.0,0,0,0,2,2,Other case
2262,2931,Sirva,0.0,7.0,1.0,72.0,1,0,1,1,1,Other case
2263,2932,Kota,4.0,7.0,1.0,47.0,1,0,1,1,1,
2264,2933,Karkala,6.0,7.0,1.0,30.0,1,0,1,1,1,Accident case
2265,2934,Udupi,6.0,7.0,1.0,,1,0,1,2,1,Accident case
2266,2935,Kundapur,6.0,7.0,1.0,65.0,1,0,2,3,1,Accident case
2267,2936,Kota,6.0,7.0,1.0,,1,0,1,1,1,Accident case
2268,2937,Udupi,6.0,7.0,1.0,35.0,1,0,2,1,1,Accident case
2269,2938,Udupi,5.0,7.0,0.0,65.0,1,0,2,1,1,Jugari case
2270,2939,Kota,6.0,7.0,1.0,45.0,1,0,3,1,1,Jugari case
2271,2940,Udupi,5.0,7.0,1.0,55.0,1,0,5,4,1,Other case
2272,2941,Byndoor,5.0,7.0,0.0,39.0,1,0,1,1,1,Accident case
2273,2942,Byndoor,5.0,7.0,1.0,36.0,1,0,1,1,1,Accident case
2274,2943,Karkala,5.0,7.0,1.0,32.0,1,0,1,1,1,Jugari case
2275,2944,Udupi,5.0,7.0,1.0,54.0,0,0,0,0,2,Jugari case
2276,2945,Kundapur,5.0,7.0,0.0,46.0,1,0,1,2,1,Jugari case
2277,2946,Karkala,5.0,7.0,1.0,42.0,0,0,0,2,2,Jugari case
2278,2947,Udupi,5.0,7.0,0.0,,1,0,1,0,1,Accident case
2279,2948,Manipal,4.0,7.0,0.0,,1,0,3,0,1,Other case
2280,2949,Kundapur,3.0,7.0,0.0,31.0,1,0,2,4,1,Other case
2281,2950,Udupi,2.0,7.0,0.0,,0,0,0,0,2,Other case
2282,2951,Udupi,4.0,7.0,0.0,38.0,1,0,2,4,1,Other case
2283,2952,Kota,3.0,7.0,1.0,59.0,1,0,2,1,1,Accident case
2284,2953,Udupi,3.0,7.0,1.0,53.0,1,0,4,0,1,Accident case
2285,2954,Karkala,4.0,7.0,0.0,50.0,0,0,1,1,2,Accident case
2286,2955,Udupi,4.0,7.0,1.0,40.0,1,0,2,0,1,Other case
2287,2958,Karkala,6.0,6.0,,43.0,0,0,0,0,2,Other case
2288,2959,Karkala,2.0,7.0,1.0,20.0,1,0,1,0,1,Accident case
2289,2960,Kundapur,,,1.0,41.0,0,1,0,2,0,Missing case
2290,2961,Udupi,,,0.0,,0,0,1,1,2,
2291,2962,Udupi,1.0,7.0,1.0,,0,0,0,2,2,
2292,2963,Kota,3.0,7.0,1.0,1.0,1,0,1,2,1,Violence Act in case
2293,2964,Manipal,0.0,7.0,0.0,64.0,1,0,2,3,1,Other case
2294,2966,Byndoor,4.0,7.0,0.0,45.0,0,0,2,2,2,Other case
2295,2967,Kota,4.0,7.0,1.0,43.0,1,0,1,0,1,Accident case
2296,2968,Karkala,5.0,7.0,1.0,28.0,0,0,1,1,2,Accident case
2297,2972,Kota,6.0,7.0,1.0,44.0,0,0,0,0,2,Theft case
2298,2973,Kota,1.0,7.0,0.0,,0,0,0,0,2,Theft case
2299,2974,Karkala,0.0,7.0,1.0,1.0,0,0,0,0,2,Other case
2300,2975,Udupi,6.0,7.0,0.0,32.0,0,0,0,1,2,Accident case
2301,2976,Manipal,6.0,7.0,0.0,1.0,1,0,1,0,1,Other case
2302,2977,Udupi,6.0,7.0,1.0,27.0,1,0,3,2,1,Other case
2303,2978,Udupi,3.0,7.0,0.0,33.0,1,0,2,0,1,Other case
2304,2979,Udupi,,,0.0,49.0,0,0,1,2,2,Other case
2305,2980,Kundapur,6.0,7.0,,27.0,0,0,0,0,2,Other case
2306,2983,Manipal,5.0,7.0,,23.0,0,0,2,1,2,Other case
2307,2984,Kundapur,5.0,7.0,0.0,22.0,0,0,0,0,2,Accident case
2308,2985,Udupi,5.0,7.0,0.0,36.0,1,0,1,1,1,Missing case
2309,2986,Kundapur,5.0,5.0,0.0,,1,0,1,0,1,Other case
2310,2987,Udupi,4.0,7.0,0.0,56.0,0,0,0,2,2,Theft case
2311,2988,Karkala,,,0.0,59.0,1,0,1,0,1,Theft case
2312,2989,Udupi,3.0,7.0,1.0,68.0,1,0,4,1,1,Missing case
2313,2990,Byndoor,4.0,7.0,0.0,46.0,0,0,0,3,2,Other case
2314,2991,Udupi,4.0,7.0,0.0,27.0,1,0,2,0,1,Other case
2315,2992,Kundapur,4.0,7.0,0.0,46.0,0,0,0,0,2,Accident case
2316,2993,Udupi,3.0,7.0,1.0,68.0,1,0,3,2,1,Other case
2317,2994,Udupi,4.0,7.0,0.0,18.0,1,0,1,0,1,Other case
2318,2995,Karkala,3.0,7.0,0.0,,0,1,0,1,0,Other case
2319,2996,Byndoor,4.0,7.0,0.0,46.0,1,0,2,0,1,Other case
2320,2997,Byndoor,3.0,7.0,0.0,45.0,1,0,1,0,1,Accident case
2321,2998,Hebri,4.0,7.0,0.0,28.0,1,0,2,0,1,Accident case
2322,3001,Hiriyadka,2.0,7.0,0.0,43.0,1,0,2,0,1,Missing case
2323,3002,Kota,2.0,7.0,1.0,66.0,1,0,4,3,1,Other case
2324,3003,Udupi,2.0,7.0,1.0,30.0,0,1,0,1,0,Other case
2325,3004,Karkala,3.0,7.0,0.0,29.0,0,0,3,4,2,Other case
2326,3005,Udupi,2.0,7.0,0.0,52.0,1,0,2,2,1,Accident case
2327,3006,Manipal,3.0,7.0,0.0,,0,0,0,2,2,Accident case
2328,3007,Kundapur,2.0,7.0,1.0,32.0,1,0,1,0,1,Accident case
2329,3008,Kundapur,0.0,6.0,1.0,38.0,1,0,7,0,1,Theft case
2330,3010,Udupi,2.0,7.0,,19.0,0,0,0,0,2,Missing case
2331,3011,Udupi,6.0,7.0,0.0,33.0,1,0,4,1,1,Other case
2332,3012,Udupi,5.0,4.0,0.0,44.0,0,0,1,2,2,Other case
2333,3013,Udupi,3.0,5.0,0.0,45.0,0,0,0,1,2,Other case
2334,3014,Karkala,2.0,7.0,1.0,39.0,0,0,0,1,2,Accident case
2335,3015,Amasebailu,2.0,7.0,1.0,36.0,0,0,0,0,2,Accident case
2336,3019,Karkala,3.0,6.0,0.0,51.0,1,0,3,1,1,Theft case
2337,3021,Byndoor,1.0,8.0,1.0,65.0,1,0,2,0,1,Jugari case
2338,3022,Udupi,1.0,8.0,0.0,35.0,1,0,2,0,1,Jugari case
2339,3023,Shankaranarayana,6.0,8.0,0.0,27.0,1,0,3,0,1,Other case
2340,3024,Udupi,1.0,8.0,0.0,,1,0,1,0,1,Other case
2341,3025,Udupi,1.0,8.0,1.0,21.0,1,0,2,0,1,Other case
2342,3026,Udupi,,,0.0,28.0,1,0,1,0,1,Other case
2343,3027,Sirva,0.0,8.0,1.0,52.0,1,0,2,0,1,Accident case
2344,3028,Manipal,0.0,8.0,1.0,,1,0,1,1,1,Accident case
2345,3029,Karkala,1.0,7.0,0.0,55.0,0,0,0,0,2,Theft case
2346,3033,Karkala,0.0,8.0,1.0,40.0,1,0,2,0,1,Jugari case
2347,3034,Udupi,0.0,8.0,0.0,,1,0,1,0,1,Other case
2348,3035,Kundapur,0.0,8.0,1.0,36.0,0,0,0,0,2,Other case
2349,3036,Shankaranarayana,6.0,8.0,0.0,32.0,0,0,0,0,2,Theft case
2350,3037,Kundapur,0.0,8.0,1.0,53.0,1,0,1,0,1,Other case
2351,3038,Karkala,5.0,8.0,1.0,43.0,0,0,0,1,2,Accident case
2352,3039,Udupi,6.0,8.0,0.0,57.0,0,1,0,1,0,Accident case
2353,3042,Sirva,0.0,8.0,0.0,42.0,1,0,1,0,1,Other case
2354,3043,Kota,5.0,8.0,1.0,32.0,1,0,2,3,1,Accident case
2355,3045,Kota,6.0,8.0,1.0,52.0,1,0,2,0,1,Jugari case
2356,3046,Kundapur,,,,33.0,1,0,1,0,1,Jugari case
2357,3047,Karkala,3.0,5.0,0.0,53.0,1,0,2,1,1,Theft case
2358,3048,Shankaranarayana,5.0,8.0,1.0,28.0,0,0,0,0,2,Other case
2359,3049,Shankaranarayana,6.0,8.0,0.0,65.0,1,0,4,0,1,Other case
2360,3051,Sirva,6.0,8.0,0.0,36.0,1,0,3,0,1,Other case
2361,3052,Kundapur,6.0,8.0,1.0,70.0,1,0,4,1,1,Other case
2362,3053,Kota,3.0,8.0,0.0,66.0,0,1,2,2,0,Other case
2363,3054,Kundapur,5.0,8.0,1.0,,1,0,1,1,1,Jugari case
2364,3055,Udupi,5.0,8.0,1.0,,1,0,1,2,1,Other case
2365,3056,Udupi,5.0,8.0,1.0,,1,0,1,0,1,Other case
2366,3057,Udupi,5.0,8.0,1.0,,1,0,1,0,1,Other case
2367,3058,Shankaranarayana,5.0,8.0,0.0,47.0,1,0,2,0,1,Other case
2368,3059,Kundapur,5.0,8.0,0.0,50.0,0,0,0,0,2,Accident case
2369,3060,Kollur,4.0,8.0,0.0,41.0,0,0,1,1,2,Accident case
2370,3061,Karkala,5.0,8.0,1.0,21.0,1,0,1,0,1,Accident case
2371,3062,Udupi,4.0,8.0,0.0,71.0,0,0,0,0,2,Accident case
2372,3069,Byndoor,,,0.0,70.0,0,0,0,0,2,Accident case
2373,3070,Kundapur,3.0,8.0,1.0,,0,0,0,1,2,Accident case
2374,3071,Byndoor,4.0,7.0,,81.0,0,1,0,1,0,
2375,3072,Byndoor,0.0,7.0,0.0,55.0,1,0,1,0,1,
2376,3073,Byndoor,4.0,7.0,0.0,33.0,0,0,0,0,2,
2377,3074,Kollur,4.0,8.0,1.0,50.0,1,0,1,0,1,Theft case
2378,3078,Kota,4.0,8.0,1.0,58.0,1,0,2,0,1,Accident case
2379,3079,Udupi,5.0,8.0,0.0,38.0,1,0,4,0,1,Accident case
2380,3081,Udupi,1.0,7.0,0.0,,1,0,2,0,1,Fraud case
2381,3082,Hebri,4.0,8.0,1.0,48.0,1,0,3,2,1,Accident case
2382,3083,Kollur,3.0,8.0,0.0,32.0,1,0,2,1,1,Accident case
2383,3084,Udupi,4.0,8.0,0.0,65.0,1,0,3,0,1,Accident case
2384,3085,Sirva,4.0,8.0,0.0,50.0,1,0,2,3,1,Other case
2385,3086,Kundapur,4.0,8.0,0.0,58.0,1,0,1,0,1,Other case
2386,3088,Kundapur,2.0,8.0,1.0,34.0,1,0,1,1,1,Other case
2387,3091,Karkala,6.0,6.0,0.0,31.0,0,0,6,4,2,
2388,3092,Manipal,2.0,8.0,1.0,75.0,0,1,4,3,0,Fraud case
2389,3093,Kollur,2.0,8.0,1.0,33.0,0,0,0,0,2,Fraud case
2390,3094,Hiriyadka,1.0,8.0,0.0,62.0,0,1,1,2,0,
2391,3095,Udupi,1.0,8.0,0.0,28.0,1,0,1,0,1,Missing case
2392,3096,Kundapur,2.0,8.0,0.0,48.0,0,0,0,0,2,
2393,3097,Kundapur,2.0,8.0,1.0,53.0,1,0,1,1,1,
2394,3098,Kundapur,2.0,8.0,1.0,42.0,1,0,1,0,1,
2395,3103,Udupi,1.0,8.0,0.0,28.0,1,0,1,1,1,Other case
2396,3104,Shankaranarayana,2.0,8.0,,26.0,1,0,1,3,1,Other case
2397,3105,Kundapur,0.0,8.0,,38.0,0,0,0,0,2,Other case
2398,3106,Kota,2.0,8.0,0.0,24.0,0,1,1,1,0,
2399,3107,Kota,3.0,8.0,0.0,22.0,1,0,1,0,1,
2400,3108,Shankaranarayana,2.0,8.0,,47.0,0,0,0,0,2,Accident case
2401,3114,Shankaranarayana,2.0,8.0,0.0,47.0,1,0,1,0,1,Missing case
2402,3115,Udupi,2.0,8.0,0.0,49.0,0,0,1,1,2,Other case
2403,3116,Kota,1.0,8.0,1.0,58.0,0,0,0,1,2,Accident case
2404,3118,Byndoor,1.0,8.0,0.0,59.0,0,0,0,8,2,Other case
2405,3119,Shankaranarayana,1.0,8.0,1.0,40.0,1,0,1,0,1,Other case
2406,3120,Amasebailu,5.0,7.0,0.0,34.0,0,0,0,0,2,Other case
2407,3123,Udupi,1.0,8.0,0.0,57.0,1,0,4,1,1,Jugari case
2408,3124,Udupi,1.0,8.0,1.0,46.0,1,0,1,0,1,Jugari case
2409,3125,Kundapur,1.0,8.0,1.0,40.0,0,0,0,0,2,Jugari case
2410,3126,Udupi,0.0,8.0,1.0,55.0,0,0,0,0,2,Other case
2411,3127,Byndoor,6.0,8.0,1.0,48.0,1,0,2,0,1,Accident case
2412,3128,Udupi,0.0,8.0,0.0,,1,0,1,0,1,Accident case
2413,3129,Kundapur,1.0,8.0,0.0,25.0,0,0,1,3,2,Other case
2414,3130,Udupi,0.0,8.0,0.0,29.0,0,0,1,2,2,Other case
2415,3131,Kundapur,6.0,8.0,0.0,45.0,1,0,4,2,1,Other case
2416,3132,Udupi,4.0,8.0,0.0,46.0,1,0,2,1,1,Accident case
2417,3133,Karkala,4.0,8.0,0.0,,0,0,1,1,2,Accident case
2418,3135,Karkala,6.0,8.0,1.0,36.0,1,0,2,1,1,Jugari case
2419,3136,Amasebailu,0.0,8.0,0.0,58.0,1,0,6,0,1,Jugari case
2420,3137,Udupi,6.0,8.0,0.0,,0,1,0,2,0,Other case
2421,3138,Udupi,0.0,8.0,1.0,,0,0,0,1,2,Other case
2422,3139,Kota,5.0,8.0,1.0,45.0,1,0,1,0,1,Accident case
2423,3140,Udupi,5.0,8.0,1.0,40.0,1,0,4,0,1,Accident case
2424,3141,Hiriyadka,6.0,8.0,1.0,44.0,1,0,4,0,1,Jugari case
2425,3142,Hiriyadka,6.0,8.0,1.0,43.0,1,0,4,1,1,Jugari case
2426,3143,Udupi,6.0,8.0,0.0,58.0,1,0,2,0,1,Jugari case
2427,3144,Ajekar,6.0,8.0,0.0,1.0,1,0,6,0,1,Jugari case
2428,3145,Udupi,6.0,8.0,1.0,,1,0,4,0,1,Jugari case
2429,3146,Kollur,6.0,8.0,1.0,32.0,1,0,2,0,1,Jugari case
2430,3147,Udupi,6.0,8.0,1.0,1.0,1,0,4,0,1,Jugari case
2431,3148,Karkala,6.0,8.0,1.0,42.0,1,0,1,1,1,Jugari case
2432,3149,Karkala,6.0,8.0,1.0,45.0,1,0,1,2,1,Jugari case
2433,3150,Kollur,6.0,8.0,1.0,35.0,1,0,1,0,1,Jugari case
2434,3151,Kundapur,6.0,8.0,0.0,62.0,1,0,2,1,1,Jugari case
2435,3152,Kundapur,6.0,8.0,1.0,24.0,1,0,3,1,1,Jugari case
2436,3153,Kundapur,6.0,8.0,1.0,25.0,1,0,2,1,1,Jugari case
2437,3154,Byndoor,6.0,8.0,1.0,29.0,1,0,2,0,1,Jugari case
2438,3155,Byndoor,6.0,8.0,1.0,35.0,1,0,1,0,1,Jugari case
2439,3156,Udupi,6.0,8.0,0.0,36.0,1,0,1,2,1,Jugari case
2440,3157,Shankaranarayana,6.0,8.0,1.0,58.0,1,0,1,1,1,Jugari case
2441,3158,Hebri,6.0,8.0,0.0,51.0,1,0,2,0,1,Jugari case
2442,3159,Kundapur,6.0,8.0,0.0,50.0,1,0,1,1,1,Jugari case
